Receiver_Name,Passer_Name,Assists
"Booker, Devin","Price, Ronnie",22
"Bledsoe, Eric","Knight, Brandon",22
"Ezeli, Festus","Curry, Stephen",22
"Harris, Gary","Barton, Will",22
"Harris, Gary","Gallinari, Danilo",22
"Green, Gerald","Bosh, Chris",22
"Hayward, Gordon","Burke, Trey",22
"Monroe, Greg","Parker, Jabari",22
"Whiteside, Hassan","Deng, Luol",22
"Whiteside, Hassan","Bosh, Chris",22
"Dudley, Jared","Temple, Garrett",22
"Smith, Jason","Napier, Shabazz",22
"Middleton, Khris","Parker, Jabari",22
"Lowry, Kyle","Scola, Luis",22
"Morris, Marcus","Caldwell-Pope, Kentavious",22
"Thornton, Marcus","Lawson, Ty",22
"Thornton, Marcus","Harden, James",22
"Harkless, Maurice","Plumlee, Mason",22
"Jokic, Nikola","Harris, Gary",22
"Vucevic, Nikola","Harris, Tobias",22
"Porter, Otto","Sessions, Ramon",22
"Porter, Otto","Gortat, Marcin",22
"Gasol, Pau","Moore, E'Twaun",22
"Jefferson, Richard","Dellavedova, Matthew",22
"Rubio, Ricky","Towns, Karl-Anthony",22
"Warren, TJ","Price, Ronnie",22
"Allen, Tony","Conley, Mike",22
"Oladipo, Victor","Gordon, Aaron",22
"Len, Alex","Knight, Brandon",21
"Ajinca, Alexis","Holiday, Jrue",21
"Johnson, Amir","Crowder, Jae",21
"Drummond, Andre","Harris, Tobias",21
"Bogdanovic, Bojan","Young, Thaddeus",21
"Frye, Channing","Dellavedova, Matthew",21
"Lillard, Damian","Aminu, Al-Farouq",21
"Cunningham, Dante","Frazier, Tim",21
"Cunningham, Dante","Douglas, Toney",21
"Arthur, Darrell","Augustin, D.J.",21
"Rose, Derrick","Gibson, Taj",21
"Gordon, Eric","Davis, Anthony",21
"Ilyasova, Ersan","Morris, Marcus",21
"Harris, Gary","Faried, Kenneth",21
"Parker, Jabari","Ennis, Tyler",21
"Okafor, Jahlil","Stauskas, Nik",21
"Crawford, Jamal","Rivers, Austin",21
"Smith, Jason","Hezonja, Mario",21
"Grant, Jerami","Covington, Robert",21
"Wall, John","Temple, Garrett",21
"Clarkson, Jordan","Hibbert, Roy",21
"Randle, Julius","Williams, Lou",21
"Leonard, Kawhi","Diaw, Boris",21
"Walker, Kemba","Williams, Marvin",21
"Faried, Kenneth","Barton, Will",21
"Martin, Kevin","LaVine, Zach",21
"Middleton, Khris","Mayo, O.J.",21
"Korver, Kyle","Bazemore, Kent",21
"Gasol, Marc","Lee, Courtney",21
"Gasol, Marc","Barnes, Matt",21
"Brown, Markel","Larkin, Shane",21
"Speights, Marreese","Green, Draymond",21
"Teletovic, Mirza","Tucker, PJ",21
"Turner, Myles","Young, Joe",21
"Jokic, Nikola","Barton, Will",21
"Porter, Otto","Beal, Bradley",21
"Tucker, PJ","Booker, Devin",21
"Gasol, Pau","Mirotic, Nikola",21
"George, Paul","Allen, Lavoy",21
"Sefolosha, Thabo","Teague, Jeff",21
"Ellington, Wayne","Young, Thaddeus",21
"Matthews, Wesley","Pachulia, Zaza",21
"Len, Alex","Price, Ronnie",20
"Stoudemire, Amar'e","Wade, Dwyane",20
"Johnson, Amir","Turner, Evan",20
"Roberson, Andre","Durant, Kevin",20
"Baynes, Aron","Morris, Marcus",20
"Knight, Brandon","Tucker, PJ",20
"Anthony, Carmelo","Galloway, Langston",20
"Villanueva, Charlie","Williams, Deron",20
"Lee, Courtney","Chalmers, Mario",20
"Russell, D'Angelo","Huertas, Marcelo",20
"Gallinari, Danilo","Barton, Will",20
"Arthur, Darrell","Foye, Randy",20
"West, David","Anderson, Kyle",20
"Williams, Derrick","Calderon, Jose",20
"Williams, Derrick","Anthony, Carmelo",20
"Howard, Dwight","Lawson, Ty",20
"Temple, Garrett","Dudley, Jared",20
"Crawford, Jamal","Griffin, Blake",20
"Dudley, Jared","Beal, Bradley",20
"Sullinger, Jared","Turner, Evan",20
"Smith, Jason","Jennings, Brandon",20
"Lin, Jeremy","Hawes, Spencer",20
"Bayless, Jerryd","Middleton, Khris",20
"Butler, Jimmy","Noah, Joakim",20
"Wall, John","Gortat, Marcin",20
"Randle, Julius","Bryant, Kobe",20
"Winslow, Justise","Wade, Dwyane",20
"Oubre, Kelly","Wall, John",20
"Faried, Kenneth","Nelson, Jameer",20
"Bryant, Kobe","Hibbert, Roy",20
"Thomas, Lance","Anthony, Carmelo",20
"Nance Jr., Larry","Huertas, Marcelo",20
"Nance Jr., Larry","Bryant, Kobe",20
"Allen, Lavoy","Stuckey, Rodney",20
"Williams, Lou","Bryant, Kobe",20
"Scola, Luis","Joseph, Cory",20
"Gortat, Marcin","Temple, Garrett",20
"Smart, Marcus","Thomas, Isaiah",20
"Morris, Markieff","Knight, Brandon",20
"Beasley, Michael","Beverley, Patrick",20
"Scott, Mike","Horford, Al",20
"Plumlee, Miles","Middleton, Khris",20
"Cole, Norris","Holiday, Jrue",20
"Porter, Otto","Dudley, Jared",20
"Gasol, Pau","Brooks, Aaron",20
"Felton, Raymond","Williams, Deron",20
"Gobert, Rudy","Hood, Rodney",20
"Gobert, Rudy","Neto, Raul",20
"Anderson, Ryan","Douglas, Toney",20
"Ibaka, Serge","Waiters, Dion",20
"Johnson, Stanley","Jackson, Reggie",20
"Curry, Stephen","Thompson, Klay",20
"Jones, Terrence","Lawson, Ty",20
"Jones, Terrence","Ariza, Trevor",20
"Young, Thaddeus","Lopez, Brook",20
"Mozgov, Timofey","Love, Kevin",20
"Allen, Tony","Gasol, Marc",20
"Snell, Tony","Rose, Derrick",20
"Daniels, Troy","Walker, Kemba",20
"Lawson, Ty","Harden, James",20
"Zeller, Tyler","Smart, Marcus",20
"Chandler, Tyson","Knight, Brandon",20
"Matthews, Wesley","Nowitzki, Dirk",20
"Cauley-Stein, Willie","Cousins, DeMarcus",20
"Len, Alex","Tucker, PJ",19
"Gee, Alonzo","Holiday, Jrue",19
"Bogut, Andrew","Thompson, Klay",19
"Davis, Anthony","Cunningham, Dante",19
"McLemore, Ben","Cousins, DeMarcus",19
"Beal, Bradley","Dudley, Jared",19
"Green, Danny","Mills, Patty",19
"Arthur, Darrell","Jokic, Nikola",19
"Cousins, DeMarcus","Gay, Rudy",19
"Booker, Devin","Goodwin, Archie",19
"Nowitzki, Dirk","Harris, Devin",19
"Motiejunas, Donatas","Beverley, Patrick",19
"Green, Draymond","Bogut, Andrew",19
"Kanter, Enes","Augustin, D.J.",19
"Shumpert, Iman","James, LeBron",19
"Green, JaMychal","Stephenson, Lance",19
"Green, JaMychal","Conley, Mike",19
"Sullinger, Jared","Smart, Marcus",19
"Sullinger, Jared","Crowder, Jae",19
"Smith, Jason","Watson, CJ",19
"Johnson, Joe","Sloan, Donald",19
"Calderon, Jose","Lopez, Robin",19
"Barea, Jose Juan","Felton, Raymond",19
"Richardson, Josh","Dragic, Goran",19
"Holiday, Jrue","Cole, Norris",19
"Durant, Kevin","Adams, Steven",19
"Durant, Kevin","Waiters, Dion",19
"Deng, Luol","Bosh, Chris",19
"Beasley, Michael","Harden, James",19
"Carter-Williams, Michael","Monroe, Greg",19
"Teletovic, Mirza","Bledsoe, Eric",19
Nene,"Dudley, Jared",19
"Young, Nick","Huertas, Marcelo",19
"Young, Nick","Russell, D'Angelo",19
"Covington, Robert","Canaan, Isaiah",19
"Hood, Rodney","Neto, Raul",19
"Westbrook, Russell","Waiters, Dion",19
"Sefolosha, Thabo","Schroder, Dennis",19
"Young, Thaddeus","Bogdanovic, Bojan",19
"Hardaway Jr., Tim","Schroder, Dennis",19
"Harris, Tobias","Blake, Steve",19
"Burke, Trey","Hayward, Gordon",19
"Ellington, Wayne","Johnson, Joe",19
"Matthews, Wesley","Barea, Jose Juan",19
"Randolph, Zach","Lee, Courtney",19
"Len, Alex","Bledsoe, Eric",18
"Crabbe, Allen","Aminu, Al-Farouq",18
"Johnson, Amir","Bradley, Avery",18
"Tolliver, Anthony","Johnson, Stanley",18
"Bogdanovic, Bojan","Ellington, Wayne",18
"Parsons, Chandler","Barea, Jose Juan",18
"Frye, Channing","James, LeBron",18
"Gallinari, Danilo","Jokic, Nikola",18
"Gallinari, Danilo","Harris, Gary",18
"Green, Danny","West, David",18
"Jordan, DeAndre","Redick, JJ",18
"Williams, Deron","Nowitzki, Dirk",18
"McDermott, Doug","Mirotic, Nikola",18
"Powell, Dwight","Harris, Devin",18
"Davis, Ed","Crabbe, Allen",18
"Thompson, Hollis","Noel, Nerlens",18
"Shumpert, Iman","Irving, Kyrie",18
"Hickson, JJ","Mudiay, Emmanuel",18
"Okafor, Jahlil","Canaan, Isaiah",18
"Ennis, James","Frazier, Tim",18
"Johnson, James","Lowry, Kyle",18
"Green, Jeff","Gasol, Marc",18
"Green, Jeff","Barnes, Matt",18
"Teague, Jeff","Bazemore, Kent",18
"Valanciunas, Jonas","Joseph, Cory",18
"Valanciunas, Jonas","Johnson, James",18
"Hill, Jordan","Stuckey, Rodney",18
"Richardson, Josh","Wade, Dwyane",18
"Holiday, Jrue","Davis, Anthony",18
"Randle, Julius","Hibbert, Roy",18
"Nurkic, Jusuf","Augustin, D.J.",18
"Singler, Kyle","Durant, Kevin",18
"Aldridge, LaMarcus","Anderson, Kyle",18
"Galloway, Langston","Anthony, Carmelo",18
"Leonard, Meyers","Crabbe, Allen",18
"Conley, Mike","Randolph, Zach",18
"Scott, Mike","Teague, Jeff",18
"Ellis, Monta","Hill, Jordan",18
"Bjelica, Nemanja","LaVine, Zach",18
Nene,"Beal, Bradley",18
"Stauskas, Nik","Noel, Nerlens",18
"Hood, Rodney","Favors, Derrick",18
"Curry, Stephen","Livingston, Shaun",18
"Gibson, Taj","Snell, Tony",18
"Hardaway Jr., Tim","Horford, Al",18
"Harris, Tobias","Fournier, Evan",18
"Burke, Trey","Hood, Rodney",18
"Chandler, Tyson","Tucker, PJ",18
"Oladipo, Victor","Vucevic, Nikola",18
"Pachulia, Zaza","Barea, Jose Juan",18
"Len, Alex","Goodwin, Archie",17
"Bargnani, Andrea","Jack, Jarrett",17
"Morrow, Anthony","Payne, Cameron",17
"Bradley, Avery","Smart, Marcus",17
"Griffin, Blake","Crawford, Jamal",17
"Beal, Bradley","Porter, Otto",17
"Rush, Brandon","Curry, Stephen",17
"Landry, Carl","McConnell, TJ",17
"Zeller, Cody","Lin, Jeremy",17
"Aldrich, Cole","Paul, Chris",17
"Lillard, Damian","Leonard, Meyers",17
"Harris, Devin","Felton, Raymond",17
"Sloan, Donald","Lopez, Brook",17
"Kanter, Enes","Foye, Randy",17
"Hill, George","Mahinmi, Ian",17
"Hayward, Gordon","Lyles, Trey",17
"Dieng, Gorgui","Wiggins, Andrew",17
"Monroe, Greg","Mayo, O.J.",17
"Whiteside, Hassan","Winslow, Justise",17
"Whiteside, Hassan","Johnson, Joe",17
"Crawford, Jamal","Prigioni, Pablo",17
"Harden, James","Lawson, Ty",17
"Lamb, Jeremy","Kaminsky, Frank",17
"Lin, Jeremy","Kaminsky, Frank",17
"Johnson, Joe","Young, Thaddeus",17
"Johnson, Joe","Dragic, Goran",17
"Towns, Karl-Anthony","Prince, Tayshaun",17
"Leonard, Kawhi","Ginobili, Manu",17
"Allen, Lavoy","Hill, George",17
"Barbosa, Leandro","Green, Draymond",17
"Barbosa, Leandro","Iguodala, Andre",17
"Morris, Marcus","Harris, Tobias",17
"Morris, Markieff","Goodwin, Archie",17
"Williams, Marvin","Lee, Courtney",17
"Noel, Nerlens","Grant, Jerami",17
"Noel, Nerlens","Canaan, Isaiah",17
"Batum, Nicolas","Zeller, Cody",17
"Cole, Norris","Davis, Anthony",17
"Rondo, Rajon","Belinelli, Marco",17
"Sessions, Ramon","Beal, Bradley",17
"Covington, Robert","Grant, Jerami",17
"Covington, Robert","Noel, Nerlens",17
"Lopez, Robin","Grant, Jerian",17
"Hibbert, Roy","Williams, Lou",17
"Livingston, Shaun","Curry, Stephen",17
"Hawes, Spencer","Lamb, Jeremy",17
"Booker, Trevor","Hayward, Gordon",17
"Daniels, Troy","Kaminsky, Frank",17
"Johnson, Tyler","Bosh, Chris",17
"Carter, Vince","Randolph, Zach",17
"Barton, Will","Arthur, Darrell",17
"Cauley-Stein, Willie","Collison, Darren",17
"Pachulia, Zaza","Matthews, Wesley",17
"Burks, Alec","Hayward, Gordon",16
"Ajinca, Alexis","Frazier, Tim",16
"Drummond, Andre","Johnson, Stanley",16
"Drummond, Andre","Blake, Steve",16
"Iguodala, Andre","Barbosa, Leandro",16
"Nicholson, Andrew","Oladipo, Victor",16
"Wiggins, Andrew","Garnett, Kevin",16
"Tolliver, Anthony","Caldwell-Pope, Kentavious",16
"Portis, Bobby","Butler, Jimmy",16
"Knight, Brandon","Leuer, Jon",16
"Parsons, Chandler","Harris, Devin",16
"Villanueva, Charlie","Barea, Jose Juan",16
"Capela, Clint","Beverley, Patrick",16
"Capela, Clint","Lawson, Ty",16
"Gallinari, Danilo","Faried, Kenneth",16
"Collison, Darren","Gay, Rudy",16
"Cousins, DeMarcus","Casspi, Omri",16
"Howard, Dwight","Brewer, Corey",16
"Fournier, Evan","Watson, CJ",16
"Harris, Gary","Augustin, D.J.",16
"Henderson, Gerald","Davis, Ed",16
"Canaan, Isaiah","Grant, Jerami",16
"Harden, James","Howard, Dwight",16
"Bayless, Jerryd","Monroe, Greg",16
"Jerebko, Jonas","Smart, Marcus",16
"Barea, Jose Juan","Nowitzki, Dirk",16
"Holiday, Jrue","Douglas, Toney",16
"Holiday, Jrue","Anderson, Ryan",16
"Caldwell-Pope, Kentavious","Ilyasova, Ersan",16
"Durant, Kevin","Roberson, Andre",16
"Thomas, Lance","Calderon, Jose",16
"Morris, Marcus","Drummond, Andre",16
"Thornton, Marcus","Brewer, Corey",16
"Speights, Marreese","Curry, Stephen",16
"Speights, Marreese","Iguodala, Andre",16
"Barnes, Matt","Gasol, Marc",16
"Conley, Mike","Green, Jeff",16
"Dunleavy, Mike","Rose, Derrick",16
"Batum, Nicolas","Lin, Jeremy",16
"Jokic, Nikola","Nelson, Jameer",16
"Mayo, O.J.","Carter-Williams, Michael",16
"Felton, Raymond","Nowitzki, Dirk",16
"Stuckey, Rodney","George, Paul",16
"Gobert, Rudy","Mack, Shelvin",16
"Westbrook, Russell","Adams, Steven",16
"Kelly, Ryan","Huertas, Marcelo",16
"Vujacic, Sasha","Anthony, Carmelo",16
"Mack, Shelvin","Hayward, Gordon",16
"Black, Tarik","Huertas, Marcelo",16
"Booker, Trevor","Ingles, Joe",16
"Oladipo, Victor","Harris, Tobias",16
"Oladipo, Victor","Jennings, Brandon",16
"Reed, Willie","Larkin, Shane",16
"Pachulia, Zaza","Felton, Raymond",16
"Ajinca, Alexis","Douglas, Toney",15
"Davis, Anthony","Gee, Alonzo",15
"Rivers, Austin","Prigioni, Pablo",15
"Beal, Bradley","Gortat, Marcin",15
"Beal, Bradley",Nene,15
"Lopez, Brook","Brown, Markel",15
"Parsons, Chandler","Nowitzki, Dirk",15
"Bosh, Chris","Deng, Luol",15
"Paul, Chris","Jordan, DeAndre",15
"Joseph, Cory","DeRozan, DeMar",15
"Lee, Courtney","Randolph, Zach",15
"Lillard, Damian","Crabbe, Allen",15
"Green, Danny","Diaw, Boris",15
"Cunningham, Dante","Smith, Ish",15
"Collison, Darren","Belinelli, Marco",15
"Lee, David","Felton, Raymond",15
"West, David","Leonard, Kawhi",15
"DeRozan, DeMar","Scola, Luis",15
"Cousins, DeMarcus","Belinelli, Marco",15
"Williams, Derrick","Vujacic, Sasha",15
"Booker, Devin","Teletovic, Mirza",15
"Booker, Devin","Morris, Markieff",15
"Howard, Dwight","Terry, Jason",15
"Wade, Dwyane","Johnson, Joe",15
"Payton, Elfrid","Harris, Tobias",15
"Ilyasova, Ersan","Payton, Elfrid",15
"Ezeli, Festus","Thompson, Klay",15
"Temple, Garrett","Sessions, Ramon",15
"Harris, Gary","Arthur, Darrell",15
"Neal, Gary","Sessions, Ramon",15
"Antetokounmpo, Giannis","Mayo, O.J.",15
"Dragic, Goran","Bosh, Chris",15
"Thompson, Hollis","Canaan, Isaiah",15
"Green, JaMychal","Barnes, Matt",15
"Terry, Jason","Brewer, Corey",15
"Teague, Jeff","Korver, Kyle",15
"Grant, Jerami","Stauskas, Nik",15
"Bayless, Jerryd","Vasquez, Greivis",15
"Butler, Jimmy","Brooks, Aaron",15
"Jerebko, Jonas","Thomas, Isaiah",15
"Calderon, Jose","Porzingis, Kristaps",15
"Smith, Josh","Crawford, Jamal",15
"Towns, Karl-Anthony","Bjelica, Nemanja",15
"Olynyk, Kelly","Bradley, Avery",15
"Caldwell-Pope, Kentavious","Drummond, Andre",15
"Durant, Kevin","Ibaka, Serge",15
"Love, Kevin","Thompson, Tristan",15
"Seraphin, Kevin","Grant, Jerian",15
"Koufos, Kosta","Casspi, Omri",15
"Koufos, Kosta","Belinelli, Marco",15
"Lowry, Kyle","Valanciunas, Jonas",15
"Singler, Kyle","Payne, Cameron",15
"Aldridge, LaMarcus","West, David",15
"Nance Jr., Larry","Clarkson, Jordan",15
"Babbitt, Luke","Frazier, Tim",15
"Deng, Luol","Richardson, Josh",15
"Deng, Luol","Winslow, Justise",15
"Hezonja, Mario","Gordon, Aaron",15
"Hezonja, Mario","Vucevic, Nikola",15
"Plumlee, Miles","Ennis, Tyler",15
"Williams, Mo","James, LeBron",15
"Ellis, Monta","Mahinmi, Ian",15
"Porter, Otto","Temple, Garrett",15
"Tucker, PJ","Bledsoe, Eric",15
"Mills, Patty","Anderson, Kyle",15
"George, Paul","Miles, CJ",15
"Lopez, Robin","Afflalo, Arron",15
"Hood, Rodney","Gobert, Rudy",15
"Gay, Rudy","Casspi, Omri",15
"Hill, Solomon","Ellis, Monta",15
"Johnson, Stanley","Morris, Marcus",15
"Gibson, Taj","Moore, E'Twaun",15
"Mozgov, Timofey","Smith, J.R.",15
"Mozgov, Timofey","Williams, Mo",15
"Douglas, Toney","Holiday, Jrue",15
"Allen, Tony","Barnes, Matt",15
"Ariza, Trevor","Howard, Dwight",15
"Booker, Trevor","Neto, Raul",15
"Lyles, Trey","Mack, Shelvin",15
"Ellington, Wayne","Lopez, Brook",15
"Johnson, Wesley","Rivers, Austin",15
"Johnson, Amir","Smart, Marcus",14
"Baynes, Aron","Jackson, Reggie",14
"Baynes, Aron","Tolliver, Anthony",14
"Afflalo, Arron","Porzingis, Kristaps",14
"Afflalo, Arron","Thomas, Lance",14
"Afflalo, Arron","Lopez, Robin",14
"Rivers, Austin","Paul, Chris",14
"McLemore, Ben","Collison, Darren",14
"Marjanovic, Boban","Diaw, Boris",14
"Bass, Brandon","Clarkson, Jordan",14
"McCollum, CJ","Leonard, Meyers",14
"Villanueva, Charlie","Felton, Raymond",14
"Bosh, Chris","Winslow, Justise",14
"McCullough, Chris","Larkin, Shane",14
"Zeller, Cody","Williams, Marvin",14
"Lee, Courtney","Walker, Kemba",14
"Lee, Courtney","Green, Jeff",14
"Lee, David","Barea, Jose Juan",14
"Schroder, Dennis","Sefolosha, Thabo",14
"Dedmon, Dewayne","Hezonja, Mario",14
"McDermott, Doug","Portis, Bobby",14
"McDermott, Doug","Holiday, Justin",14
"McDermott, Doug","Butler, Jimmy",14
"Howard, Dwight","Thornton, Marcus",14
"Wade, Dwyane","Deng, Luol",14
"Kaminsky, Frank","Lamb, Jeremy",14
"Green, Gerald","Winslow, Justise",14
"Green, Gerald","Wade, Dwyane",14
"Henderson, Gerald","Leonard, Meyers",14
"Hayward, Gordon","Booker, Trevor",14
"Clark, Ian","Green, Draymond",14
"Shumpert, Iman","Dellavedova, Matthew",14
"Smith, Ish","Noel, Nerlens",14
"McGee, JaVale","Barea, Jose Juan",14
"McGee, JaVale","Harris, Devin",14
"Crowder, Jae","Olynyk, Kelly",14
"Anderson, James","Rondo, Rajon",14
"Harden, James","Brewer, Corey",14
"Jones, James","Dellavedova, Matthew",14
"Jack, Jarrett","Johnson, Joe",14
"Lamb, Jeremy","Walker, Kemba",14
"Ingles, Joe","Booker, Trevor",14
"Johnson, Joe","Lopez, Brook",14
"Lauvergne, Joffrey","Arthur, Darrell",14
"Wall, John","Sessions, Ramon",14
"Leuer, Jon","Booker, Devin",14
"Calderon, Jose","Afflalo, Arron",14
"Holiday, Jrue","Evans, Tyreke",14
"Winslow, Justise","McRoberts, Josh",14
"Towns, Karl-Anthony","Jones, Tyus",14
"Caldwell-Pope, Kentavious","Jennings, Brandon",14
"Middleton, Khris","Henson, John",14
"Lowry, Kyle","Patterson, Patrick",14
"Irving, Kyrie","Shumpert, Iman",14
"Williams, Lou","Huertas, Marcelo",14
"Williams, Lou","Bass, Brandon",14
"Babbitt, Luke","Holiday, Jrue",14
"Deng, Luol","Johnson, Joe",14
"Ginobili, Manu","Parker, Tony",14
"Belinelli, Marco","Cousins, DeMarcus",14
"Williams, Marvin","Zeller, Cody",14
"Barnes, Matt","Green, JaMychal",14
"Barnes, Matt","Green, Jeff",14
"Teletovic, Mirza","Weems, Sonny",14
"Noel, Nerlens","Thompson, Hollis",14
"Batum, Nicolas","Jefferson, Al",14
"Jokic, Nikola","Arthur, Darrell",14
"Mayo, O.J.","Antetokounmpo, Giannis",14
"Asik, Omer","Cole, Norris",14
"Casspi, Omri","Gay, Rudy",14
"Mills, Patty","Leonard, Kawhi",14
"Gasol, Pau","Gibson, Taj",14
"George, Paul","Stuckey, Rodney",14
"Acy, Quincy","Collison, Darren",14
"Sessions, Ramon","Temple, Garrett",14
"Bullock, Reggie","Blake, Steve",14
"Jefferson, Richard","Irving, Kyrie",14
"Lopez, Robin","Galloway, Langston",14
"Hood, Rodney","Burke, Trey",14
"Hibbert, Roy","Russell, D'Angelo",14
"Anderson, Ryan","Gee, Alonzo",14
"Muhammad, Shabazz","Wiggins, Andrew",14
"Allen, Tony","Chalmers, Mario",14
"Snell, Tony","Gasol, Pau",14
"Oladipo, Victor","Fournier, Evan",14
"Carter, Vince","Conley, Mike",14
"Johnson, Wesley","Redick, JJ",14
"Gordon, Aaron","Hezonja, Mario",13
"Gee, Alonzo","Douglas, Toney",13
"Drummond, Andre","Ilyasova, Ersan",13
"Nicholson, Andrew","Napier, Shabazz",13
"Nicholson, Andrew","Jennings, Brandon",13
"Morrow, Anthony","Waiters, Dion",13
"Morrow, Anthony","Durant, Kevin",13
"Tolliver, Anthony","Jennings, Brandon",13
"Afflalo, Arron","Grant, Jerian",13
"Biyombo, Bismack","DeRozan, DeMar",13
"Portis, Bobby","Rose, Derrick",13
"Beal, Bradley","Sessions, Ramon",13
"Rush, Brandon","Thompson, Klay",13
"McCollum, CJ","Crabbe, Allen",13
"Anthony, Carmelo","Grant, Jerian",13
"Aldrich, Cole","Rivers, Austin",13
"Brewer, Corey","Terry, Jason",13
"Russell, D'Angelo","Hibbert, Roy",13
"Green, Danny","Duncan, Tim",13
"Cunningham, Dante","Gordon, Eric",13
"West, David","Green, Danny",13
"Jordan, DeAndre","Pierce, Paul",13
"Favors, Derrick","Ingles, Joe",13
"Booker, Devin","Chandler, Tyson",13
"Green, Draymond","Barnes, Harrison",13
"Wade, Dwyane","Bosh, Chris",13
"Neal, Gary",Nene,13
"Hill, George","Hill, Jordan",13
"Green, Gerald","McRoberts, Josh",13
"Hayward, Gordon","Johnson, Chris",13
"Hayward, Gordon","Burks, Alec",13
"Thompson, Hollis","Covington, Robert",13
"Thomas, Isaiah","Olynyk, Kelly",13
"Grant, Jerami","Thompson, Hollis",13
"Bayless, Jerryd","Carter-Williams, Michael",13
"Hamilton, Jordan","Frazier, Tim",13
"Barea, Jose Juan","Williams, Deron",13
"Smith, Josh","Stephenson, Lance",13
"Anderson, Justin","Barea, Jose Juan",13
"Winslow, Justise","Richardson, Josh",13
"Walker, Kemba","Zeller, Cody",13
"Walker, Kemba","Jefferson, Al",13
"Durant, Kevin","Payne, Cameron",13
"Seraphin, Kevin","Galloway, Langston",13
"Thompson, Klay","Rush, Brandon",13
"Koufos, Kosta","Curry, Seth",13
"Porzingis, Kristaps","Grant, Jerian",13
"Anderson, Kyle","Parker, Tony",13
"O'Quinn, Kyle","Grant, Jerian",13
"Singler, Kyle","Waiters, Dion",13
"Singler, Kyle","Westbrook, Russell",13
"Aldridge, LaMarcus","Diaw, Boris",13
"Thomas, Lance","Grant, Jerian",13
"Galloway, Langston","Williams, Derrick",13
"Galloway, Langston","Afflalo, Arron",13
"Williams, Lou","Russell, D'Angelo",13
"Babbitt, Luke","Douglas, Toney",13
"Chalmers, Mario","Gasol, Marc",13
"Morris, Markieff","Tucker, PJ",13
"Morris, Markieff","Sessions, Ramon",13
"Speights, Marreese","Barnes, Harrison",13
"Speights, Marreese","Thompson, Klay",13
"Speights, Marreese","Barbosa, Leandro",13
"Dellavedova, Matthew","Irving, Kyrie",13
"Leonard, Meyers","Henderson, Gerald",13
"Turner, Myles","Lawson, Ty",13
"Bjelica, Nemanja","Jones, Tyus",13
Nene,"Temple, Garrett",13
"Noel, Nerlens","Covington, Robert",13
"Batum, Nicolas","Kaminsky, Frank",13
"Vucevic, Nikola","Hezonja, Mario",13
"Vucevic, Nikola","Frye, Channing",13
"Mayo, O.J.","Middleton, Khris",13
"Gasol, Pau","Snell, Tony",13
"Gasol, Pau","Hinrich, Kirk",13
"George, Paul","Hill, Jordan",13
"Jackson, Reggie","Harris, Tobias",13
"Covington, Robert","Stauskas, Nik",13
"Covington, Robert","Marshall, Kendall",13
"Stuckey, Rodney","Lawson, Ty",13
"Price, Ronnie","Knight, Brandon",13
"Westbrook, Russell","Ibaka, Serge",13
"Mack, Shelvin","Hood, Rodney",13
"Young, Thaddeus","Ellington, Wayne",13
"Duncan, Tim","Green, Danny",13
"Duncan, Tim","Ginobili, Manu",13
"Harris, Tobias","Morris, Marcus",13
"Burke, Trey","Booker, Trevor",13
"Thompson, Tristan","Love, Kevin",13
"Oladipo, Victor","Smith, Jason",13
"Carter, Vince","Chalmers, Mario",13
"Johnson, Wesley","Griffin, Blake",13
